"Branch","Category","Brand","Product","IMEI/SRNO","Qty","Sender Branch","Status","Variant id"
"LATUR 1","Mobiles","APPLE","APPLE iPhone 11 - 128GB Black","'355608703241001","1","","In Branch","8"
"LATUR 1","Mobiles","APPLE","APPLE iPhone 12 Mini - 64GB Black","'353022111859796","1","","In Branch","18"
"LATUR 1","Mobiles","APPLE","APPLE iPhone 11 - 64GB Black","'353993102063814","1","","In Branch","665"
"LATUR 1","Mobiles","APPLE","APPLE iPhone 12 Pro Max - 128GB Pacific Blue","'356726110057098","1","","In Branch","667"
"PANAJI","Mobiles","APPLE","APPLE iPhone XR - 128GB White","'356452103758986","1","","In Branch","649"
"LATUR 1","Mobiles","APPLE","APPLE iPhone 12 - 64GB Blue","'353052110670126","1","","In Branch","756"
"LATUR 1","Mobiles","APPLE","APPLE iPhone 12 - 64GB Blue","'351696723249934","1","","In Branch","756"
"LATUR 1","Mobiles","APPLE","APPLE iPhone 12 - 64GB White","'354112722812158","1","","In Branch","766"
"SATARA 2","Mobiles","APPLE","APPLE Watch SE GPS 44mm Space Gray Aluminium Case with Black Sport Band - MYDT2HN/A","'SG9CDM3QEQ07Y","1","","In Branch","1507"
"SOLAPUR 1","Mobiles","APPLE","APPLE iPhone 12 Pro Max - 256GB Graphite

","'358598934866170","1","","In Branch","1344"
"KARAD 3","Mobiles","APPLE","APPLE iPhone 12 - 64GB Black","'352045132813675","1","","In Branch","653"
"MIRAJKAR TIKATI","Mobiles","APPLE","APPLE iPhone XR - 128GB Black","'356456109727564","1","","In Branch","650"
"SHAHUPURI","Mobiles","APPLE","APPLE iPhone XR - 128GB White","'352887119528697","1","","In Branch","649"
"NASHIK 1","Mobiles","APPLE","APPLE iPhone 12 - 64GB White","'359708823339481","1","","In Branch","766"
"NAGAR 1","Mobiles","APPLE","APPLE iPhone XR - 64GB White","'357362092112989","1","","In Branch","32"
"PHALTAN 1","Mobiles","APPLE","APPLE iPhone 12 Mini - 128GB Black","'353019113428935","1","","In Branch","19"
"THAKUR VILLAGE- kandivali E","Mobiles","APPLE","APPLE iPhone 11 - 256GB White","'356810118162306","1","","In Branch","1324"
"GANDHINAGAR Warehouse","Mobiles","APPLE","APPLE iPhone XR - 128GB Black","'356461104405596","1","","In Branch","650"
"KARAD 1","Mobiles","APPLE","APPLE iPhone XR - 128GB White","'352887119504185","1","","In Branch","649"
"RAJARAMPURI 2","Mobiles","APPLE","APPLE iPhone 12 - 64GB White","'354112723348210","1","","In Branch","766"
"SOLAPUR 4","Mobiles","APPLE","APPLE iPhone XR - 128GB Black","'356461108010939","1","","In Branch","650"
"KHED","Mobiles","APPLE","APPLE iPhone 11 - 64GB Black","'350308220755634","1","","In Branch","665"
"SOLAPUR 2","Mobiles","APPLE","APPLE iPhone XR - 128GB White","'352887118177637","1","","In Branch","649"
"RATNAGIRI 3","Mobiles","APPLE","APPLE Watch Series 4 GPS 44mm Space Grey Aluminium Case with Black Sport Band -MU6D2HN/A","'FHLY80X8KDH0","1","","In Branch","1645"
"TASGAON 2","Mobiles","APPLE","APPLE iPhone XR - 64GB Black","'352883116136964","1","","In Branch","31"
"SANGLI 2","Mobiles","APPLE","APPLE iPhone 12 - 64GB Black","'354112722840431","1","","In Branch","653"
"GANDHINAGAR Warehouse","Mobiles","APPLE","APPLE iPhone XR - 128GB Black","'356461108083324","1","","In Branch","650"
"MIRAJKAR TIKATI","Mobiles","APPLE","APPLE iPhone 11 - 128GB Black","'352370395159578","1","","In Branch","8"
"ISLAMPUR 1","Mobiles","APPLE","APPLE iPhone 11 - 128GB Black","'352672764919916","1","","In Branch","8"
"ISLAMPUR 1","Mobiles","APPLE","APPLE iPhone 11 - 128GB Black","'357879823221763","1","","In Branch","8"
"OSHIWARA","Mobiles","APPLE","APPLE iPhone 11 - 128GB Black","'352672764996856","1","","In Branch","8"
"PETH VADGAON","Mobiles","APPLE","APPLE iPhone 11 - 128GB Black","'353855321796732","1","","In Branch","8"
"BHOSARI","Mobiles","APPLE","APPLE iPhone 11 - 128GB Black","'353855321873424","1","","In Branch","8"
"SHAHUPURI","Mobiles","APPLE","APPLE iPhone 11 - 128GB Black","'353855321850422","1","","In Branch","8"
"BALAJI NAGAR","Mobiles","APPLE","APPLE iPhone 12 - 128GB Green","'356594595920499","1","","In Branch","1241"
"BARSHI","Mobiles","APPLE","APPLE iPhone 11 - 128GB Black","'352672765050851","1","","In Branch","8"
"MUMBAI Warehouse","Mobiles","APPLE","APPLE iPhone 11 - 128GB Black","'355608704087247","1","","In Branch","8"
"GANDHINAGAR Warehouse","Mobiles","APPLE","APPLE iPhone 11 - 128GB Black","'352370394692272","1","","In Branch","8"
"J M ROAD","Mobiles","APPLE","APPLE iPhone 12 Pro - 512GB Graphite","'357171852253515","1","","In Branch","1350"
"RAJARAMPURI 2","Mobiles","APPLE","APPLE iPhone 12 Pro - 512GB Pacific Blue","'356692112579630","1","","In Branch","1353"
"SHAHUPURI","Mobiles","APPLE","APPLE iPhone 12 Pro - 512GB Silver","'356696117490768","1","","In Branch","1351"
"SADASHIV PETH","Mobiles","APPLE","APPLE iPhone 12 - 128GB Black","'352619276347375","1","","In Branch","754"
"PHALTAN 1","Mobiles","APPLE","APPLE iPhone 12 Mini - 64GB (Product) Red","'353023119180672","1","","In Branch","758"
"SATARA 1","Mobiles","APPLE","APPLE Watch Series 6 GPS + Cellular 44mm Silver Stainless Steel Case with White Sport Band - M09D3HN/A","'SGY6DX0AEQ20D","1","","In Branch","1466"
"SHAHUPURI","Mobiles","APPLE","APPLE iPhone 12 Pro Max - 256GB Graphite

","'355565704978421","1","","In Branch","1344"
"PANAJI","Mobiles","APPLE","APPLE Watch Series 6 GPS + Cellular 44mm Space Grey Aluminium Case with Black Sport Band - MG2E3HN/A","'SGY6DW8XBQ1YC","1","","In Branch","1477"
"NASHIK 1","Mobiles","APPLE","APPLE Watch Series 6 GPS + Cellular 44mm Space Grey Aluminium Case with Black Sport Band - MG2E3HN/A","'SGY6DWDWSQ1YC","1","","In Branch","1477"
"SANGLI 1","Mobiles","APPLE","APPLE iPhone XR - 64GB White","'352883116509533","1","","In Branch","32"
"GOREGAON West","Mobiles","APPLE","APPLE iPhone 12 Pro Max - 256GB Graphite

","'355565704808230","1","","In Branch","1344"
"BHOSARI","Mobiles","APPLE","APPLE iPhone 12 Pro Max - 256GB Gold","'357095181714311","1","","In Branch","762"
"PIMPRI","Mobiles","APPLE","APPLE iPhone 12 Pro Max - 256GB Gold","'356194446045107","1","","In Branch","762"
"SHAHUPURI","Mobiles","APPLE","APPLE iPhone 12 Pro Max - 128GB Graphite","'350022964496137","1","","In Branch","763"
"MARGAO 1","Mobiles","APPLE","APPLE iPhone 12 Pro Max - 128GB Graphite","'353854134388647","1","","In Branch","763"
"SHAHUPURI","Mobiles","APPLE","APPLE Watch Series 6 GPS 44mm Gold Aluminium Case with Pink Sand Sport - M00E3HN/A","'SGY6DX1MLQ1RH","1","","In Branch","1449"
"GANDHINAGAR Warehouse","Mobiles","APPLE","APPLE iPhone 11 - 128GB Black","'355900705131748","1","","In Branch","8"
"NAGAR 3","Mobiles","APPLE","APPLE iPhone 12 Mini - 128GB White","'353022119803135","1","","In Branch","20"
"MARGAO 1","Mobiles","APPLE","APPLE iPhone 12 Mini - 128GB White","'353022119512165","1","","In Branch","20"
"RAJARAMPURI 2","Mobiles","APPLE","APPLE iPhone 12 Mini - 128GB White","'353022119840970","1","","In Branch","20"
"ICHALKARANJI 1","Mobiles","APPLE","APPLE iPhone 12 Mini - 128GB White","'353023115382710","1","","In Branch","20"
"VIRAR WEST","Mobiles","APPLE","APPLE iPhone 12 Mini - 128GB Black","'353023118730287","1","","In Branch","19"
"SHAHUPURI","Mobiles","APPLE","APPLE Watch Series 6 GPS 40mm Gold Aluminium Case with Pink Sand Sport Band - MG123HN/A","'SGY6DPDY4Q1RG","1","","In Branch","1472"
"SANGLI 1","Mobiles","APPLE","APPLE Watch Series 6 GPS + Cellular 40mm Gold Aluminium Case with Pink Sand Sport Band - M06N3HN/A","'SGY6DV7GCQ1XX","1","","In Branch","1454"
"SANGLI 1","Mobiles","APPLE","APPLE iPhone 12 Pro Max - 128GB Graphite","'353854134608747","1","","In Branch","763"
"SAWANTWADI","Mobiles","APPLE","APPLE iPhone 11 - 128GB Purple","'352672761524230","1","","In Branch","10"
"GOREGAON West","Mobiles","APPLE","APPLE iPhone 11 - 128GB White","'355608705614023","1","","In Branch","9"
"KARAD 1","Mobiles","APPLE","APPLE iPhone 12 Mini - 128GB White","'358027170095237","1","","In Branch","20"
"RATNAGIRI 1","Mobiles","APPLE","APPLE iPhone 12 Mini - 128GB Black","'353022112819328","1","","In Branch","19"
"SOLAPUR 1","Mobiles","APPLE","APPLE iPhone 12 Mini - 128GB Black","'353022112716961","1","","In Branch","19"
"RATNAGIRI 2","Mobiles","APPLE","APPLE iPhone 12 Mini - 128GB Black","'353022112731010","1","","In Branch","19"
"MARGAO 1","Mobiles","APPLE","APPLE iPhone 12 Pro Max - 256GB Graphite

","'355565706761239","1","","In Branch","1344"
"BHAYANDER WEST","Mobiles","APPLE","APPLE iPhone 12 Mini - 256GB White","'350135023100647","1","","In Branch","21"
"BHAYANDER WEST","Mobiles","APPLE","APPLE Watch Series 6 GPS + Cellular 44mm Space Grey Aluminium Case with Black Sport Band - MG2E3HN/A","'SGY6DWBQ6Q1YC","1","","In Branch","1477"
"J M ROAD","Mobiles","APPLE","APPLE Watch Series 6 GPS + Cellular 44mm Space Grey Aluminium Case with Black Sport Band - MG2E3HN/A","'SGY6DW6HAQ1YC","1","","In Branch","1477"
"SOLAPUR 2","Mobiles","APPLE","APPLE iPhone 11 - 128GB White","'352012835430785","1","","In Branch","9"
"SADASHIV PETH","Mobiles","APPLE","APPLE iPhone 12 Pro Max - 128GB Gold","'352292934614683","1","","In Branch","1286"
"GANDHINAGAR Warehouse","Mobiles","APPLE","APPLE iPhone 12 - 128GB Black","'359458682857021","1","","In Branch","754"
"KANKAVALI 1","Mobiles","APPLE","APPLE iPhone 11 - 64GB Black","'357879825519107","1","","In Branch","665"
"GANDHINAGAR","Mobiles","APPLE","APPLE iPhone 12 Pro Max - 128GB Gold","'356194446029002","1","","In Branch","1286"
"ICHALKARANJI 1","Mobiles","APPLE","APPLE iPhone 12 Pro Max - 128GB Gold","'352292935834249","1","","In Branch","1286"
"ICHALKARANJI 1","Mobiles","APPLE","APPLE iPhone 12 - 128GB White","'357078167204556","1","","In Branch","1246"
"LATUR 1","Mobiles","APPLE","APPLE AirPods with Charging Case (MV7N2HN/A) White","'SGT5DFHRJLX2Y","1","","In Branch","1570"
"PIMPRI","Mobiles","APPLE","APPLE AirPods with Charging Case (MV7N2HN/A) White","'SGT9DF887LX2Y","1","","In Branch","1570"
"NAGAR 3","Mobiles","APPLE","APPLE AirPods with Charging Case (MV7N2HN/A) White","'SGT1DCKN0LX2Y","1","","In Branch","1570"
"GANDHINAGAR","Mobiles","APPLE","APPLE AirPods with Wireless Charging Case (MWP22HN/A) White","'SGX5DG4NN0C6L","1","","In Branch","1573"
"PANAJI","Mobiles","APPLE","APPLE AirPods with Wireless Charging Case (MWP22HN/A) White","'SGX5DG5SS0C6L","1","","In Branch","1573"
"THAKUR VILLAGE- kandivali E","Mobiles","APPLE","APPLE iPhone 12 Pro Max - 512GB Pacific Blue","'356194448420399","1","","In Branch","1357"
"SATARA 1","Mobiles","APPLE","APPLE iPhone 12 Pro - 256GB Pacific Blue","'357171853123683","1","","In Branch","765"
"GANDHINAGAR Warehouse","Mobiles","APPLE","APPLE iPhone 11 - 64GB Black","'355883614329746","1","","In Branch","665"
"SATARA 1","Mobiles","APPLE","APPLE iPhone 12 Mini - 128GB Black","'353023118804413","1","","In Branch","19"
"MARGAO 1","Mobiles","APPLE","APPLE iPhone 12 Mini - 128GB Black","'353023117702477","1","","In Branch","19"
"KUDAL","Mobiles","APPLE","APPLE iPhone 12 Mini - 128GB White","'353022119072814","1","","In Branch","20"
"LATUR 1","Mobiles","APPLE","APPLE iPhone 12 Mini - 128GB White","'353022118437703","1","","In Branch","20"
"NASHIK 3","Mobiles","APPLE","APPLE iPhone 12 - 128GB Black","'352045135977584","1","","In Branch","754"
"RAJARAMPURI 2","Mobiles","APPLE","APPLE iPhone 12 Pro - 256GB Pacific Blue","'350510543202802","1","","In Branch","765"
"J M ROAD","Mobiles","APPLE","APPLE iPhone 12 Pro - 256GB Pacific Blue","'350320093021234","1","","In Branch","765"
"VASAI WEST","Mobiles","APPLE","APPLE iPhone 12 - 128GB White","'359827485753423","1","","In Branch","1246"
"LATUR 2","Mobiles","APPLE","APPLE iPhone 11 - 128GB Green","'358981876071696","1","","In Branch","747"
"MUMBAI Warehouse","Mobiles","APPLE","APPLE iPhone 11 - 64GB White","'351941233864040","1","","In Branch","11"
"LATUR 2","Mobiles","APPLE","APPLE iPhone 11 - 64GB Black","'355883611467846","1","","In Branch","665"
"JAYSINGPUR","Mobiles","APPLE","APPLE iPhone 11 - 64GB Black","'352672765845615","1","","In Branch","665"
"MARGAO 1","Mobiles","APPLE","APPLE iPhone 11 - 64GB Black","'350864485858091","1","","In Branch","665"
"PHALTAN 1","Mobiles","APPLE","APPLE iPhone 11 - 64GB Black","'357879825568823","1","","In Branch","665"
"SOLAPUR 4","Mobiles","APPLE","APPLE iPhone 11 - 64GB Black","'357879825622810","1","","In Branch","665"
"WAKAD","Mobiles","APPLE","APPLE iPhone 11 - 64GB Black","'357879825635739","1","","In Branch","665"
"MIRAJKAR TIKATI","Mobiles","APPLE","APPLE iPhone 12 - 128GB Blue","'357076836522671","1","","In Branch","755"
"SATARA POWAI NAKA","Mobiles","APPLE","APPLE iPhone 12 Pro - 128GB Graphite","'351880153979331","1","","In Branch","1294"
"SATARA 1","Mobiles","APPLE","APPLE iPhone 12 Pro - 128GB Graphite","'357850273804507","1","","In Branch","1294"
"LATUR 1","Mobiles","APPLE","APPLE iPhone 12 Pro - 128GB Graphite","'357850273950144","1","","In Branch","1294"
"BALAJI NAGAR","Mobiles","APPLE","APPLE iPhone 12 Pro - 128GB Graphite","'351880153998976","1","","In Branch","1294"
"MARGAO 1","Mobiles","APPLE","APPLE Watch Series?3 GPS 42mm Space Grey Aluminium Case with Black Sport Band - MTF32HN/A ","'SGJ9DHM48J5X4","1","","In Branch","1508"
"NASHIK 1","Mobiles","APPLE","APPLE Watch Series?3 GPS 42mm Space Grey Aluminium Case with Black Sport Band - MTF32HN/A ","'SGJ9DHSXQJ5X4","1","","In Branch","1508"
"SATARA 1","Mobiles","APPLE","APPLE Watch Series?3 GPS 42mm Space Grey Aluminium Case with Black Sport Band - MTF32HN/A ","'SGJ9DHSZ3J5X4","1","","In Branch","1508"
"GOREGAON West","Mobiles","APPLE","APPLE Watch Series?3 GPS 42mm Space Grey Aluminium Case with Black Sport Band - MTF32HN/A ","'SGJ9DHMAAJ5X4","1","","In Branch","1508"
"NAGAR 3","Mobiles","APPLE","APPLE Watch Series?3 GPS 42mm Space Grey Aluminium Case with Black Sport Band - MTF32HN/A ","'SGJ9DHGEYJ5X4","1","","In Branch","1508"
"J M ROAD","Mobiles","APPLE","APPLE Watch Series?3 GPS 42mm Space Grey Aluminium Case with Black Sport Band - MTF32HN/A ","'SGJ9DHS67J5X4","1","","In Branch","1508"
"MARGAO 1","Mobiles","APPLE","APPLE iPhone 12 - 128GB White","'357078169191165","1","","In Branch","1246"
"HADAPSAR","Mobiles","APPLE","APPLE iPhone 12 Pro - 128GB Gold","'357850273796257","1","","In Branch","1242"
"OSHIWARA","Mobiles","APPLE","APPLE iPhone 12 - 128GB White","'354112727133287","1","","In Branch","1246"
"SHAHUPURI","Mobiles","APPLE","APPLE Watch SE GPS 44mm Space Gray Aluminium Case with Black Sport Band - MYDT2HN/A","'SG99F6TGJQ07Y","1","","In Branch","1507"
"SHAHUPURI","Mobiles","APPLE","APPLE iPhone 11 - 128GB (Product) Red","'358981876845891","1","","In Branch","1415"
"SANGLI 1","Mobiles","APPLE","APPLE iPhone 11 - 128GB (Product) Red","'358981876905208","1","","In Branch","1415"
"J M ROAD","Mobiles","APPLE","APPLE iPhone 11 - 128GB Purple","'355608706863223","1","","In Branch","10"
"PANAJI","Mobiles","APPLE","APPLE Watch Series 6 GPS 40mm Silver Aluminium Case with White Sport Band - MG283HN/A","'SGY6DNGHUQ1RM","1","","In Branch","1474"
"RAJARAMPURI 2","Mobiles","APPLE","APPLE Watch Series 6 GPS 40mm Silver Aluminium Case with White Sport Band - MG283HN/A","'SGY6DNDW0Q1RM","1","","In Branch","1474"
"SWARGATE 1","Mobiles","APPLE","APPLE iPhone 11 - 64GB Black","'350864484497719","1","","In Branch","665"
"SANGLI 1","Mobiles","APPLE","APPLE Watch Series 6 GPS 40mm Silver Aluminium Case with White Sport Band - MG283HN/A","'SGY6DQ4YGQ1RM","1","","In Branch","1474"
"SHAHUPURI","Mobiles","APPLE","APPLE Watch Series 6 GPS 40mm Silver Aluminium Case with White Sport Band - MG283HN/A","'SGY6DQ53YQ1RM","1","","In Branch","1474"
"ISLAMPUR 2","Mobiles","APPLE","APPLE iPhone 11 - 128GB White","'357879825613264","1","","In Branch","9"
"MARGAO 1","Mobiles","APPLE","APPLE iPhone 12 Pro - 128GB Graphite","'357171854040027","1","","In Branch","1294"
"NASHIK 1","Mobiles","APPLE","APPLE iPhone 12 Pro - 128GB Graphite","'358611744015985","1","","In Branch","1294"
"MARGAO 1","Mobiles","APPLE","APPLE iPhone 12 Pro - 256GB Graphite","'352622993900633","1","","In Branch","1321"
"LATUR 1","Mobiles","APPLE","APPLE iPhone 12 Pro - 128GB Pacific Blue","'357850274346565","1","","In Branch","1348"
"KARAD 1","Mobiles","APPLE","APPLE iPhone 11 - 128GB (Product) Red","'357593323465842","1","","In Branch","1415"
"PIMPRI","Mobiles","APPLE","APPLE iPhone 12 Pro - 256GB Pacific Blue","'355513314198329","1","","In Branch","765"
"RANKALA","Mobiles","APPLE","APPLE iPhone 11 - 128GB White","'352672764253316","1","","In Branch","9"
"SHRIRAMPUR","Mobiles","APPLE","APPLE iPhone 11 - 128GB White","'350308221106274","1","","In Branch","9"
"CHIPLUN 3","Mobiles","APPLE","APPLE iPhone 12 - 128GB White","'357078169906604","1","","In Branch","1246"
"J M ROAD","Mobiles","APPLE","APPLE iPhone 12 - 256GB White","'353241898879682","1","","In Branch","1291"
"SOLAPUR 1","Mobiles","APPLE","APPLE 10.2-inch iPad Wi-Fi - 32GB Gold - MYLC2HN/A","'SDMPF83LNQ1GF","1","","In Branch","1490"
"KARAD 3","Mobiles","APPLE","APPLE 10.2-inch iPad Wi-Fi - 32GB Space Grey - MYL92HN/A","'SDMPF83UZQ1GC","1","","In Branch","1488"
"SADASHIV PETH","Mobiles","APPLE","APPLE 10.2-inch iPad Wi-Fi - 32GB Space Grey - MYL92HN/A","'SDMPF8C9CQ1GC","1","","In Branch","1488"
"SANGLI 1","Mobiles","APPLE","APPLE Watch SE GPS 40mm Gold Aluminium Case with Pink Sand Sport Band - MYDN2HN/A","'SG99DWF3NQ07T","1","","In Branch","1480"
"MARGAO 1","Mobiles","APPLE","APPLE iPhone 12 Pro - 256GB Pacific Blue","'354991554316176","1","","In Branch","765"
"MARGAO 1","Mobiles","APPLE","APPLE iPhone 11 - 64GB White","'355183483276171","1","","In Branch","11"
"RAJARAMPURI 2","Mobiles","APPLE","APPLE Watch Series 6 GPS + Cellular 40mm Space Grey Aluminium Case with Black Sport Band - M06P3HN/A","'SGY6DTCUXQ20T","1","","In Branch","1455"
"SOLAPUR 1","Mobiles","APPLE","APPLE Watch Series 6 GPS + Cellular 40mm Space Grey Aluminium Case with Black Sport Band - M06P3HN/A","'SGY6DTAQVQ20T","1","","In Branch","1455"
"SANGLI 1","Mobiles","APPLE","APPLE Watch SE GPS 44mm Space Gray Aluminium Case with Black Sport Band - MYDT2HN/A","'SH4HF7DS4Q07Y","1","","In Branch","1507"
"PIMPRI","Mobiles","APPLE","APPLE iPhone 12 Pro Max - 128GB Gold","'351232997709286","1","","In Branch","1286"
"RAJARAMPURI 2","Mobiles","APPLE","APPLE Watch 40mm Black Sport Band - 3D989ZM/A","'190198848017","1","","In Branch","1651"
"SANGAMNER","Mobiles","APPLE","APPLE iPhone 11 - 64GB White","'350864484152348","1","","In Branch","11"
"PONDA","Mobiles","APPLE","APPLE iPhone 11 - 64GB White","'352681235830313","1","","In Branch","11"
"NAGAR 3","Mobiles","APPLE","APPLE iPhone 12 Pro Max - 128GB Graphite","'351232998353787","1","","In Branch","763"
"LATUR 1","Mobiles","APPLE","APPLE iPhone 12 Pro Max - 128GB Graphite","'351232998457398","1","","In Branch","763"
"SOLAPUR 1","Mobiles","APPLE","APPLE iPhone 12 Pro Max - 128GB Silver","'350022969951128","1","","In Branch","1345"
"SANGLI 1","Mobiles","APPLE","APPLE iPhone 12 Pro Max - 128GB Silver","'351406667992162","1","","In Branch","1345"
"LATUR 1","Mobiles","APPLE","APPLE iPhone 12 Pro - 256GB Graphite","'355513314721088","1","","In Branch","1321"
"RAJARAMPURI 2","Mobiles","APPLE","APPLE Watch SE GPS 40mm Space Gray Aluminium - 3H135HN/A","'2403H135HN/A","1","","In Branch","1652"
"J M ROAD","Mobiles","APPLE","APPLE Watch Series 6 44mm Blue Aluminum GPS - 3H263HN/A","'2403H263HN/A","1","","In Branch","1653"
"BHOSARI","Mobiles","APPLE","APPLE iPhone 11 - 64GB Black","'351057067212667","1","","In Branch","665"
"SWARGATE 1","Mobiles","APPLE","APPLE iPhone 11 - 128GB White","'355608706655363","1","","In Branch","9"
"SOLAPUR 1","Mobiles","APPLE","APPLE iPhone 12 Pro Max - 256GB Pacific Blue ","'356194444499561","1","","In Branch","764"
"LATUR 1","Mobiles","APPLE","APPLE iPhone 12 Pro Max - 256GB Pacific Blue ","'355565704600793","1","","In Branch","764"
"J M ROAD","Mobiles","APPLE","APPLE iPhone 12 Pro Max - 128GB Graphite","'354419339941852","1","","In Branch","763"
"PANAJI","Mobiles","APPLE","APPLE iPhone 12 Pro Max - 128GB Graphite","'351232998792901","1","","In Branch","763"
"MARGAO 1","Mobiles","APPLE","APPLE iPhone 12 Pro Max - 256GB Gold","'354419338088085","1","","In Branch","762"
"PANAJI","Mobiles","APPLE","APPLE iPhone 12 Pro Max - 256GB Gold","'354419338851391","1","","In Branch","762"
"NASHIK 1","Mobiles","APPLE","APPLE iPhone 12 Pro - 128GB Pacific Blue","'350742134427254","1","","In Branch","1348"
"NAGAR 2","Mobiles","APPLE","APPLE iPhone 12 Pro - 128GB Pacific Blue","'355942854314204","1","","In Branch","1348"
"J M ROAD","Mobiles","APPLE","APPLE iPhone 12 Pro - 128GB Pacific Blue","'357850274390688","1","","In Branch","1348"
"J M ROAD","Mobiles","APPLE","APPLE 10.5-inch iPad Air Wi-Fi - 64GB Sky Blue - 3H185HN/A","'SDMPDD7X5Q16Q","1","","In Branch","1505"
"NAGAR 3","Mobiles","APPLE","APPLE iPhone 12 Pro - 128GB Graphite","'351880153512272","1","","In Branch","1294"
"SAWANTWADI","Mobiles","APPLE","APPLE iPhone 12 Pro Max - 128GB Pacific Blue","'351406664443623","1","","In Branch","667"
"SADASHIV PETH","Mobiles","APPLE","APPLE iPhone 12 - 128GB Black","'357771576047190","1","","In Branch","754"
"GANDHINAGAR","Mobiles","APPLE","APPLE iPhone 12 - 128GB Blue","'353241899381316","1","","In Branch","755"
"SAWANTWADI","Mobiles","APPLE","APPLE iPhone 11 - 128GB White","'355883617770441","1","","In Branch","9"
"MARGAO 1","Mobiles","APPLE","APPLE iPhone 11 - 128GB White","'351039497552540","1","","In Branch","9"
"SANGLI 1","Mobiles","APPLE","APPLE iPhone 11 - 128GB Purple","'359245674548456","1","","In Branch","10"
"GANDHINAGAR Warehouse","Mobiles","APPLE","APPLE Watch 44mm Band Deep Navy Sport Band - 3H110ZM/A","'G9G038605V","1","","In Branch","1655"
"GANDHINAGAR Warehouse","Mobiles","APPLE","APPLE Watch 40mm Black Sport Band - 3D989ZM/A","'G9G1085054","1","","In Branch","1651"
"GANDHINAGAR Warehouse","Mobiles","APPLE","APPLE Watch Series 6 44mm Blue Aluminum GPS - 3H263HN/A","'SGY6DJ2CWQ1RF","1","","In Branch","1653"
"PIMPRI","Mobiles","APPLE","APPLE iPhone 12 Pro Max - 256GB Pacific Blue ","'351232995544941","1","","In Branch","764"
"CHIPLUN 1","Mobiles","APPLE","APPLE iPhone 12 Pro Max - 256GB Pacific Blue ","'354419335535609","1","","In Branch","764"
"AKLUJ","Mobiles","APPLE","APPLE iPhone 12 Pro Max - 128GB Gold","'354692270089895","1","","In Branch","1286"
"SATARA 1","Mobiles","APPLE","APPLE iPhone 12 Pro Max - 128GB Gold","'350888740411990","1","","In Branch","1286"
"LATUR 1","Mobiles","APPLE","APPLE iPhone 12 Pro Max - 128GB Gold","'350888740191352","1","","In Branch","1286"
"PONDA","Mobiles","APPLE","APPLE iPhone 12 Pro Max - 128GB Gold","'350888740011345","1","","In Branch","1286"
"J M ROAD","Mobiles","APPLE","APPLE iPhone 12 Pro Max - 256GB Gold","'359173730790559","1","","In Branch","762"
"NASHIK 1","Mobiles","APPLE","APPLE iPhone 12 Pro Max - 256GB Gold","'359173730666932","1","","In Branch","762"
"SANGLI 2","Mobiles","APPLE","APPLE iPhone 12 Pro Max - 128GB Gold","'350888740222397","1","","In Branch","1286"
"LATUR 1","Mobiles","APPLE","APPLE iPhone 12 Pro - 256GB Pacific Blue","'352798294702124","1","","In Branch","765"
"NAGAR 2","Mobiles","APPLE","APPLE iPhone 12 Pro - 256GB Pacific Blue","'352798294530954","1","","In Branch","765"
"SHAHUPURI","Mobiles","APPLE","APPLE iPhone 12 Pro - 256GB Gold","'350742135227133","1","","In Branch","1293"
"ICHALKARANJI 3","Mobiles","APPLE","APPLE 10.9-inch iPad Air Wi-Fi - 64GB Space Grey - MYFM2HN/A","'SDMPF89YDQ16M","1","","In Branch","1500"
"SOLAPUR 2","Mobiles","APPLE","APPLE iPhone 12 Pro - 256GB Graphite","'354121933932382","1","","In Branch","1321"
"KAGAL","Mobiles","APPLE","APPLE iPhone 11 - 128GB Black","'352681233160770","1","","In Branch","8"
"RATNAGIRI 2","Mobiles","APPLE","APPLE iPhone 12 - 128GB Blue","'353241898893535","1","","In Branch","755"
"SADASHIV PETH","Mobiles","APPLE","APPLE iPhone 12 - 128GB Blue","'351066258138367","1","","In Branch","755"
"SATARA POWAI NAKA","Mobiles","APPLE","APPLE iPhone 12 - 128GB Blue","'353241899432168","1","","In Branch","755"
"WAKAD","Mobiles","APPLE","APPLE iPhone 12 - 128GB Blue","'351066257857496","1","","In Branch","755"
"KARAD 3","Mobiles","APPLE","APPLE iPhone 12 - 128GB Blue","'351066258513965","1","","In Branch","755"
"GANDHINAGAR","Mobiles","APPLE","APPLE iPhone 12 Pro Max - 128GB Graphite","'357095184813938","1","","In Branch","763"
"RAJARAMPURI 2","Mobiles","APPLE","APPLE iPhone 12 Pro Max - 128GB Graphite","'357095185847877","1","","In Branch","763"
"SATARA 1","Mobiles","APPLE","APPLE iPhone 12 Pro Max - 128GB Graphite","'357095187370928","1","","In Branch","763"
"SATARA 2","Mobiles","APPLE","APPLE iPhone 11 - 64GB Black","'355608707254117","1","","In Branch","665"
"KARAD 3","Mobiles","APPLE","APPLE iPhone 11 - 64GB White","'352370394730239","1","","In Branch","11"
"VITA 1","Mobiles","APPLE","APPLE iPhone 11 - 64GB White","'355608706999803","1","","In Branch","11"
"PIMPRI","Mobiles","APPLE","APPLE iPhone 11 - 128GB Purple","'350864486768166","1","","In Branch","10"
